property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P005737,"Chamonix, France",mountain,chalet,230,"balcony,boot warmers,fireplace,hiking trails,hot tub,kitchen,parking,sauna,security,ski in/out,tv,washer dryer,workspace","mid-range,mountain,nature,quiet,ski",3,6
P005738,"Honolulu, USA",beach,condo,210,"air conditioning,beachfront,breakfast included,ocean view,parking,scooter rental,tv,wifi,workspace","beach,budget,condo,family,island,long stay,near metro,romantic,urban",2,4
P005739,"Amsterdam, Netherlands",urban,hotel,230,"breakfast included,kitchen,parking,tv,workspace","canal,long stay,luxury,near metro,urban",1,1
P005740,"Marrakech, Morocco",urban,guesthouse,105,"24h check-in,air conditioning,breakfast included,city view,elevator,gym,heritage building,kitchen,near metro,pet friendly,smart lock,washer dryer","budget,business,city center,desert,historic,urban",1,1
P005741,"Santiago, Chile",mountain,villa,235,"air conditioning,balcony,city view,gym,hiking trails,pet friendly,security,washer dryer,wifi,workspace","city center,hiking,mid-range,mountain,nature,near metro,urban,villa",2,5
P005742,"London, UK",urban,condo,210,"air conditioning,city view,elevator,near metro,parking,pet friendly,security,smart lock,tv,washer dryer,wifi","budget,long stay,near metro,urban",1,2
P005743,"Hamburg, Germany",waterfront,townhouse,175,"24h check-in,air conditioning,balcony,city view,elevator,near metro,parking,pet friendly,security,smart lock,washer dryer,water view,wifi","business,mid-range,near metro,townhouse,urban,waterfront",4,8
P005744,"Alappuzha, India",waterfront,apartment,50,"24h check-in,balcony,beach access,elevator,pool,sea view,security,smart lock,washer dryer,wifi,workspace","beachfront,coast,luxury,romantic,waterfront",1,2
P005745,"Warsaw, Poland",urban,studio,70,"air conditioning,breakfast included,elevator,kitchen,near metro,pet friendly,tv,wifi,workspace","business,city center,luxury,urban",1,2
P005746,"Copenhagen, Denmark",coast,villa,370,"air conditioning,balcony,beach access,breakfast included,elevator,pet friendly,pool,smart lock,tv,wifi,workspace","beachfront,coast,long stay,mid-range,pet-friendly,romantic,urban,villa",6,12
P005747,"Split, Croatia",beach,villa,225,"beach access,elevator,gym,ocean view,outdoor shower,parking,pool,sea view,security,smart lock,wifi,workspace","beach,beachfront,coast,family,mid-range",2,4
P005748,"Prague, Czechia",urban,guesthouse,150,"air conditioning,balcony,city view,elevator,gym,kitchen,parking,wifi","budget,business,near metro,urban",3,6
P005749,"Athens, Greece",beach,townhouse,170,"24h check-in,air conditioning,elevator,smart lock,wifi,workspace","beach,budget,business,city center,family,ocean view,townhouse,urban",2,5
P005750,"London, UK",urban,townhouse,235,"air conditioning,kitchen,parking,security,tv,workspace","city center,long stay,mid-range,townhouse,urban",4,8
P005751,"Valparaíso, Chile",coast,villa,240,"24h check-in,air conditioning,balcony,beach access,elevator,gym,kitchen,pool,sea view,security,washer dryer","beachfront,coast,mid-range,ocean view",6,13
P005752,"Hamburg, Germany",waterfront,studio,90,"balcony,elevator,kitchen,parking,smart lock,tv,water view,workspace","city center,mid-range,pet-friendly,urban,waterfront",1,1
P005753,"Cairo, Egypt",urban,resort,235,"24h check-in,air conditioning,balcony,breakfast included,elevator,gym,kitchen,near metro,pet friendly,pool,river view,shade courtyard","city center,desert,luxury,near metro,river,urban",4,8
P005754,"Cancun, Mexico",beach,bungalow,130,"balcony,beachfront,breakfast included,gym,kitchen,outdoor shower,pet friendly,security,smart lock,wifi","beach,family,luxury,romantic",1,2
P005755,"Sharm El Sheikh, Egypt",beach,luxury_tent,190,"air conditioning,beach access,breakfast included,kitchen,pool,rooftop terrace,tv,washer dryer","beach,beachfront,desert,luxury,luxury tent,romantic",1,3
P005756,"San Juan, Puerto Rico",beach,hotel,140,"24h check-in,beach access,beachfront,city view,elevator,gym,pet friendly,pool,tv,wifi","beach,beachfront,city center,luxury,pet-friendly,romantic,urban",1,1
P005757,"Denpasar, Indonesia",beach,villa,260,"beach access,beachfront,elevator,kitchen,pet friendly,pool,scooter rental,tv,washer dryer,workspace","beach,budget,family,island,ocean view",5,11
P005758,"Göreme, Turkey",mountain,riad,175,"24h check-in,air conditioning,balcony,breakfast included,hot tub,parking,pet friendly,pool,rooftop terrace,security","budget,desert,hiking,historic,mountain,nature",4,8
P005759,"Las Vegas, USA",urban,villa,220,"elevator,pet friendly,rooftop terrace,security,washer dryer,wifi,workspace","city center,desert,mid-range,pet-friendly,urban",2,5
P005760,"Florence, Italy",urban,studio,165,"breakfast included,courtyard,elevator,gym,kitchen,near metro,pet friendly,smart lock,workspace","city center,historic,mid-range,pet-friendly,studio,urban",1,1
P005761,"Dubai, UAE",beach,resort,480,"24h check-in,balcony,beach access,beachfront,breakfast included,elevator,kitchen,parking,pet friendly,pool,tv,workspace","beach,desert,family,luxury,near metro,pet-friendly,romantic,urban",3,6
P005762,"Sharjah, UAE",beach,loft,185,"24h check-in,air conditioning,elevator,gym,security,smart lock,tv,washer dryer","beach,beachfront,business,desert,family,luxury,pet-friendly,urban",2,5
P005763,"London, UK",urban,loft,220,"24h check-in,balcony,breakfast included,city view,elevator,gym,near metro,pet friendly,security,smart lock,workspace","business,city center,luxury,urban",2,5
P005764,"Montreal, Canada",lake,villa,185,"24h check-in,balcony,city view,elevator,pet friendly,security,washer dryer,wifi,workspace","budget,lake,long stay,pet-friendly,urban",4,9
P005765,"Brighton, UK",beach,villa,245,"breakfast included,city view,elevator,kitchen,near metro,parking,pool,smart lock,wifi,workspace","beach,beachfront,budget,long stay,pet-friendly,romantic,urban",3,6
P005766,"Da Nang, Vietnam",beach,hotel,95,"air conditioning,elevator,gym,parking,pool,smart lock,washer dryer","beach,beachfront,city center,family,luxury,near metro,urban",1,1
P005767,"Tokyo, Japan",urban,apartment,255,"balcony,breakfast included,city view,elevator,near metro,parking,pet friendly,security,smart lock,workspace","apartment,business,long stay,mid-range,urban",2,5
P005768,"Queenstown, New Zealand",mountain,apartment,145,"24h check-in,air conditioning,gym,hiking trails,mountain view,pet friendly,washer dryer","hiking,lake,luxury,mountain,ski",3,6
P005769,"Bangkok, Thailand",urban,apartment,95,"24h check-in,air conditioning,city view,gym,near metro,parking,wifi","city center,mid-range,pet-friendly,urban",3,6
P005770,"Florence, Italy",urban,studio,75,"balcony,breakfast included,courtyard,elevator,gym,heritage building,near metro,rooftop terrace,tv,wifi,workspace","budget,historic,near metro,pet-friendly,urban",1,1
P005771,"Tokyo, Japan",urban,townhouse,355,"city view,elevator,gym,kitchen,near metro,parking,smart lock,tv","city center,long stay,mid-range,townhouse,urban",3,7
P005772,"Seattle, USA",mountain,hotel,245,"24h check-in,air conditioning,beach access,city view,elevator,firepit,hiking trails,near metro,parking,pool,security,workspace","city center,coast,family,forest,hiking,long stay,luxury,mountain,nature,romantic,urban",1,2
P005773,"Queenstown, New Zealand",mountain,chalet,235,"24h check-in,air conditioning,dock,kitchen,parking,pet friendly,smart lock,washer dryer,wifi","hiking,lake,luxury,mountain,ski",2,5
P005774,"Cape Town, South Africa",beach,cabin,160,"air conditioning,balcony,beach access,breakfast included,elevator,gym,kitchen,near metro","beach,budget,business,city center,mountain,nature,ocean view,quiet,romantic,urban",3,7
P005775,"Siem Reap, Cambodia",urban,loft,175,"breakfast included,city view,courtyard,elevator,gym,heritage building,kitchen,near metro,parking,security,smart lock","business,historic,long stay,luxury,urban",2,5
P005776,"New Orleans, USA",coast,hotel,130,"24h check-in,air conditioning,breakfast included,city view,elevator,near metro,sea view,washer dryer,workspace","budget,city center,coast,long stay,ocean view,romantic,urban",2,4
P005777,"Cappadocia, Turkey",mountain,guesthouse,160,"air conditioning,balcony,breakfast included,courtyard,heritage building,hiking trails,kitchen,parking,pool,rooftop terrace,tv,washer dryer,workspace","budget,desert,historic,mountain,nature,quiet",1,2
P005778,"Jeddah, Saudi Arabia",beach,guesthouse,130,"24h check-in,air conditioning,beach access,city view,elevator,gym,kitchen,near metro,ocean view,pet friendly,pool,rooftop terrace,shade courtyard,tv,workspace","beach,desert,family,long stay,mid-range,ocean view,pet-friendly,urban",1,3
P005779,"Quebec City, Canada",forest,townhouse,175,"air conditioning,city view,firepit,parking,security,smart lock,tv,washer dryer","business,forest,hiking,historic,luxury,nature,near metro,urban",3,7
P005780,"Santorini, Greece",beach,bungalow,205,"24h check-in,air conditioning,balcony,beach access,beachfront,elevator,ocean view,pet friendly,pool,scooter rental,smart lock,workspace","beach,family,island,mid-range,romantic",2,4
P005781,"Da Nang, Vietnam",beach,guesthouse,55,"24h check-in,balcony,city view,elevator,near metro,pet friendly,tv","beach,business,city center,family,luxury,romantic,urban",1,1
P005782,"Chamonix, France",mountain,cabin,140,"balcony,breakfast included,elevator,hot tub,kitchen,security,smart lock,wifi","cabin,hiking,luxury,mountain,ski",2,5
P005783,"Tulum, Mexico",beach,bungalow,195,"beachfront,gym,parking,smart lock,tv,workspace","beach,mid-range,ocean view,romantic",2,4
P005784,"Denpasar, Indonesia",beach,villa,320,"breakfast included,elevator,gym,ocean view,parking,security,wifi","beach,budget,family,island,romantic",5,10
P005785,"Riyadh, Saudi Arabia",urban,villa,235,"air conditioning,balcony,breakfast included,city view,elevator,kitchen,near metro,pet friendly,wifi,workspace","budget,business,desert,pet-friendly,urban",4,8
P005786,"Vienna, Austria",urban,hotel,255,"balcony,elevator,gym,parking,tv,wifi","budget,business,city center,urban",1,2
P005787,"Cusco, Peru",mountain,chalet,125,"air conditioning,city view,gym,mountain view,parking,security,ski storage,tv,washer dryer,wifi","chalet,city center,luxury,mountain,near metro,quiet,ski,urban",4,9
P005788,"Toronto, Canada",lake,cabin,315,"air conditioning,breakfast included,dock,kitchen,lake view,washer dryer,workspace","business,lake,luxury,pet-friendly,urban",2,4
P005789,"Hamburg, Germany",waterfront,condo,90,"24h check-in,air conditioning,balcony,breakfast included,city view,elevator,kitchen,near metro,security,tv,washer dryer","business,city center,mid-range,urban,waterfront",2,4
P005790,"Naples, Italy",beach,villa,245,"balcony,breakfast included,city view,parking,smart lock,tv,washer dryer,wifi,workspace","beach,business,family,mid-range,pet-friendly,romantic,urban,villa",3,6
P005791,"Punta Cana, Dominican Republic",beach,bungalow,120,"24h check-in,beachfront,breakfast included,gym,outdoor shower,security,tv,washer dryer","beach,budget,family,ocean view",2,5
P005792,"Montreal, Canada",lake,loft,70,"24h check-in,balcony,breakfast included,elevator,kayaks,lake view,sauna,smart lock,tv,washer dryer,workspace","budget,city center,lake,pet-friendly,urban",1,2
P005793,"Montreal, Canada",lake,hotel,190,"air conditioning,city view,elevator,kitchen,near metro,parking,sauna,smart lock","budget,city center,lake,long stay,urban",2,4
P005794,"Singapore, Singapore",urban,apartment,250,"24h check-in,air conditioning,beachfront,city view,elevator,ocean view,parking,scooter rental,security,tv,wifi,workspace","beachfront,family,island,mid-range,near metro,pet-friendly,urban",3,6
P005795,"Istanbul, Turkey",waterfront,studio,125,"24h check-in,air conditioning,balcony,breakfast included,city view,elevator,near metro,parking,water view","city center,long stay,mid-range,studio,urban,waterfront",1,1
P005796,"San Diego, USA",beach,condo,155,"24h check-in,balcony,beach access,city view,elevator,kitchen,near metro,ocean view,outdoor shower,security,smart lock,wifi,workspace","beach,business,city center,family,mid-range,ocean view,urban",3,6
P005797,"Denver, USA",mountain,townhouse,290,"air conditioning,elevator,gym,hot tub,kitchen,mountain view,near metro,ski storage,wifi,workspace","budget,hiking,mountain,nature,near metro,pet-friendly,urban",2,4
P005798,"Oslo, Norway",forest,guesthouse,135,"24h check-in,elevator,firepit,gym,hammocks,hiking trails,kitchen,security,workspace","city center,fjord,forest,long stay,mid-range,nature,quiet,urban",2,4
P005799,"Dubrovnik, Croatia",beach,riad,205,"24h check-in,air conditioning,beach access,breakfast included,courtyard,elevator,gym,heritage building,outdoor shower,pool,rooftop terrace,sea view,tv,wifi,workspace","beach,coast,family,historic,luxury,ocean view",4,9
P005800,"Rome, Italy",urban,hotel,195,"air conditioning,balcony,breakfast included,city view,near metro,parking,pet friendly,security,wifi","budget,business,hotel,long stay,urban",1,3
P005801,"Cappadocia, Turkey",mountain,chalet,220,"24h check-in,air conditioning,courtyard,hot tub,mountain view,parking,smart lock,tv,workspace","desert,historic,luxury,mountain,nature,ski",5,11
P005802,"Amsterdam, Netherlands",urban,condo,220,"24h check-in,air conditioning,bikes included,canal view,gym,parking,tv,washer dryer","budget,canal,condo,long stay,pet-friendly,urban",1,2
P005803,"Toronto, Canada",lake,guesthouse,170,"breakfast included,elevator,kayaks,lake view,parking,pet friendly,sauna,smart lock","budget,city center,lake,long stay,urban",1,2
P005804,"London, UK",urban,guesthouse,365,"city view,elevator,kitchen,near metro,pet friendly,tv,workspace","budget,city center,near metro,urban",1,3
P005805,"Da Nang, Vietnam",beach,studio,100,"air conditioning,breakfast included,elevator,gym,parking,tv","beach,city center,family,long stay,luxury,ocean view,urban",1,1
P005806,"Sharm El Sheikh, Egypt",beach,condo,165,"24h check-in,beachfront,elevator,kitchen,ocean view,outdoor shower,security,tv,wifi","beach,beachfront,desert,mid-range,romantic",2,4
P005807,"Osaka, Japan",urban,studio,50,"air conditioning,balcony,city view,elevator,kitchen,near metro,pet friendly,security,smart lock,washer dryer,wifi","budget,business,long stay,studio,urban",1,2
P005808,"Vancouver, Canada",beach,hotel,245,"24h check-in,breakfast included,firepit,fireplace,hammocks,hiking trails,hot tub,parking,pet friendly,security,smart lock,workspace","beach,budget,business,family,forest,hiking,mountain,near metro,quiet,romantic,urban",1,3
P005809,"Toronto, Canada",lake,apartment,335,"air conditioning,city view,gym,near metro,sauna,tv,wifi,workspace","apartment,city center,lake,mid-range,near metro,urban",2,5
P005810,"Venice, Italy",waterfront,houseboat,185,"balcony,city view,elevator,near metro,pet friendly,smart lock,washer dryer,water view,wifi,workspace","long stay,luxury,pet-friendly,urban,waterfront",1,3
P005811,"Muscat, Oman",beach,chalet,300,"24h check-in,air conditioning,beach access,city view,elevator,gym,hiking trails,near metro,outdoor shower,pet friendly,rooftop terrace,ski storage,smart lock,washer dryer","beach,beachfront,budget,desert,family,hiking,mountain,near metro,pet-friendly,ski,urban",2,5
P005812,"Denver, USA",mountain,chalet,265,"balcony,city view,elevator,gym,near metro,pet friendly,security,smart lock,tv,washer dryer","budget,business,chalet,city center,hiking,mountain,quiet,urban",4,8
P005813,"Madrid, Spain",urban,loft,175,"balcony,breakfast included,city view,elevator,near metro,parking,pet friendly,wifi","long stay,luxury,pet-friendly,urban",2,4
